l3_index_code,股票代码,股票简称,纳入时间,申万3级
850703.SI,001229.SZ,魅视科技,2022-08-08,其他计算机设备
850703.SI,001339.SZ,智微智能,2022-08-15,其他计算机设备
850703.SI,301339.SZ,通行宝,2022-09-09,其他计算机设备
850703.SI,301391.SZ,卡莱特,2022-12-01,其他计算机设备
850703.SI,002180.SZ,奔图科技,2023-03-17,其他计算机设备
850703.SI,301503.SZ,智迪科技,2023-07-17,其他计算机设备
850703.SI,301589.SZ,诺瓦星云,2024-02-08,其他计算机设备
850703.SI,688292.SH,浩瀚深度,2024-05-22,其他计算机设备
850703.SI,002869.SZ,金溢科技,2024-07-31,其他计算机设备
850703.SI,300847.SZ,中船汉光,2024-07-31,其他计算机设备
850703.SI,301608.SZ,博实结,2024-08-01,其他计算机设备
850703.SI,301600.SZ,慧翰股份,2024-09-11,其他计算机设备
850703.SI,000066.SZ,中国长城,2021-12-13,其他计算机设备
852226.SI,000158.SZ,常山北明,2021-12-13,IT服务Ⅲ
852226.SI,000555.SZ,神州信息,2021-12-13,IT服务Ⅲ
852226.SI,000938.SZ,紫光股份,2021-12-13,IT服务Ⅲ
852226.SI,002065.SZ,东华软件,2021-12-13,IT服务Ⅲ
852226.SI,002195.SZ,岩山科技,2021-12-13,IT服务Ⅲ
852226.SI,002232.SZ,启明信息,2021-12-13,IT服务Ⅲ
852226.SI,002331.SZ,皖通科技,2021-12-13,IT服务Ⅲ
852226.SI,002368.SZ,太极股份,2021-12-13,IT服务Ⅲ
852226.SI,002373.SZ,千方科技,2021-12-13,IT服务Ⅲ
852226.SI,002380.SZ,科远智慧,2021-12-13,IT服务Ⅲ
852226.SI,002401.SZ,中远海科,2021-12-13,IT服务Ⅲ
852226.SI,002421.SZ,达实智能,2021-12-13,IT服务Ⅲ
852226.SI,002474.SZ,榕基软件,2021-12-13,IT服务Ⅲ
852226.SI,002609.SZ,捷顺科技,2021-12-13,IT服务Ⅲ
852226.SI,002642.SZ,荣联科技,2021-12-13,IT服务Ⅲ
852226.SI,002649.SZ,博彦科技,2021-12-13,IT服务Ⅲ
852226.SI,002657.SZ,中科金财,2021-12-13,IT服务Ⅲ
852226.SI,002771.SZ,真视通,2021-12-13,IT服务Ⅲ
852226.SI,002777.SZ,久远银海,2021-12-13,IT服务Ⅲ
852226.SI,003005.SZ,竞业达,2021-12-13,IT服务Ⅲ
852226.SI,300017.SZ,网宿科技,2021-12-13,IT服务Ⅲ
852226.SI,300020.SZ,ST银江,2021-12-13,IT服务Ⅲ
852226.SI,300044.SZ,*ST赛为,2021-12-13,IT服务Ⅲ
852226.SI,300078.SZ,思创智联,2021-12-13,IT服务Ⅲ
852226.SI,300079.SZ,数码视讯,2021-12-13,IT服务Ⅲ
852226.SI,300096.SZ,ST易联众,2021-12-13,IT服务Ⅲ
852226.SI,300150.SZ,世纪瑞尔,2021-12-13,IT服务Ⅲ
852226.SI,300166.SZ,东方国信,2021-12-13,IT服务Ⅲ
852226.SI,300167.SZ,ST迪威迅,2021-12-13,IT服务Ⅲ
852226.SI,300168.SZ,万达信息,2021-12-13,IT服务Ⅲ
852226.SI,300170.SZ,汉得信息,2021-12-13,IT服务Ⅲ
852226.SI,300212.SZ,*ST易录,2021-12-13,IT服务Ⅲ
852226.SI,300231.SZ,银信科技,2021-12-13,IT服务Ⅲ
852226.SI,300245.SZ,ST天玑,2021-12-13,IT服务Ⅲ
852226.SI,300250.SZ,初灵信息,2021-12-13,IT服务Ⅲ
852226.SI,300264.SZ,佳创视讯,2021-12-13,IT服务Ⅲ
852226.SI,300271.SZ,华宇软件,2021-12-13,IT服务Ⅲ
852226.SI,300277.SZ,汽轮科技,2021-12-13,IT服务Ⅲ
852226.SI,300287.SZ,飞利信,2021-12-13,IT服务Ⅲ
852226.SI,300288.SZ,朗玛信息,2021-12-13,IT服务Ⅲ
852226.SI,300290.SZ,ST荣科,2021-12-13,IT服务Ⅲ
852226.SI,300300.SZ,海峡创新,2021-12-13,IT服务Ⅲ
852226.SI,300339.SZ,润和软件,2021-12-13,IT服务Ⅲ
852226.SI,300399.SZ,天利科技,2021-12-13,IT服务Ⅲ
852226.SI,300419.SZ,ST浩丰,2021-12-13,IT服务Ⅲ
852226.SI,300440.SZ,运达科技,2021-12-13,IT服务Ⅲ
852226.SI,300448.SZ,浩云科技,2021-12-13,IT服务Ⅲ
852226.SI,300496.SZ,中科创达,2021-12-13,IT服务Ⅲ
852226.SI,300523.SZ,辰安科技,2021-12-13,IT服务Ⅲ
852226.SI,300532.SZ,今天国际,2021-12-13,IT服务Ⅲ
852226.SI,300541.SZ,先进数通,2021-12-13,IT服务Ⅲ
852226.SI,300609.SZ,汇纳科技,2021-12-13,IT服务Ⅲ
852226.SI,300634.SZ,彩讯股份,2021-12-13,IT服务Ⅲ
852226.SI,300674.SZ,宇信科技,2021-12-13,IT服务Ⅲ
852226.SI,300678.SZ,中科信息,2021-12-13,IT服务Ⅲ
852226.SI,300682.SZ,朗新科技,2021-12-13,IT服务Ⅲ
852226.SI,300687.SZ,赛意信息,2021-12-13,IT服务Ⅲ
852226.SI,300846.SZ,首都在线,2021-12-13,IT服务Ⅲ
852226.SI,300872.SZ,天阳科技,2021-12-13,IT服务Ⅲ
852226.SI,300895.SZ,铜牛信息,2021-12-13,IT服务Ⅲ
852226.SI,301085.SZ,亚康股份,2021-12-13,IT服务Ⅲ
852226.SI,301178.SZ,天亿马,2021-12-13,IT服务Ⅲ
852226.SI,301185.SZ,鸥玛软件,2021-12-13,IT服务Ⅲ
852226.SI,600131.SH,国网信通,2021-12-13,IT服务Ⅲ
852226.SI,600271.SH,航天信息,2021-12-13,IT服务Ⅲ
852226.SI,600410.SH,华胜天成,2021-12-13,IT服务Ⅲ
852226.SI,600446.SH,金证股份,2021-12-13,IT服务Ⅲ
852226.SI,600476.SH,*ST湘邮,2021-12-13,IT服务Ⅲ
852226.SI,600536.SH,中国软件,2021-12-13,IT服务Ⅲ
852226.SI,600571.SH,信雅达,2021-12-13,IT服务Ⅲ
852226.SI,600718.SH,东软集团,2021-12-13,IT服务Ⅲ
852226.SI,600728.SH,佳都科技,2021-12-13,IT服务Ⅲ
852226.SI,600756.SH,浪潮软件,2021-12-13,IT服务Ⅲ
852226.SI,600797.SH,浙大网新,2021-12-13,IT服务Ⅲ
852226.SI,600845.SH,宝信软件,2021-12-13,IT服务Ⅲ
852226.SI,600850.SH,电科数字,2021-12-13,IT服务Ⅲ
852226.SI,603138.SH,海量数据,2021-12-13,IT服务Ⅲ
852226.SI,603171.SH,税友股份,2021-12-13,IT服务Ⅲ
852226.SI,603636.SH,南威软件,2021-12-13,IT服务Ⅲ
852226.SI,603869.SH,ST智知,2021-12-13,IT服务Ⅲ
852226.SI,603887.SH,城地香江,2021-12-13,IT服务Ⅲ
852226.SI,603918.SH,金桥信息,2021-12-13,IT服务Ⅲ
852226.SI,605398.SH,新炬网络,2021-12-13,IT服务Ⅲ
852226.SI,688004.SH,博汇科技,2021-12-13,IT服务Ⅲ
852226.SI,688039.SH,当虹科技,2021-12-13,IT服务Ⅲ
852226.SI,688051.SH,佳华科技,2021-12-13,IT服务Ⅲ
852226.SI,688066.SH,*ST航图,2021-12-13,IT服务Ⅲ
852226.SI,688088.SH,虹软科技,2021-12-13,IT服务Ⅲ
852226.SI,688158.SH,优刻得-W,2021-12-13,IT服务Ⅲ
852226.SI,688228.SH,开普云,2021-12-13,IT服务Ⅲ
852226.SI,688229.SH,博睿数据,2021-12-13,IT服务Ⅲ
852226.SI,688258.SH,卓易信息,2021-12-13,IT服务Ⅲ
852226.SI,688316.SH,青云科技,2021-12-13,IT服务Ⅲ
852226.SI,688365.SH,光云科技,2021-12-13,IT服务Ⅲ
852226.SI,688500.SH,慧辰股份,2021-12-13,IT服务Ⅲ
852226.SI,688509.SH,正元地信,2021-12-13,IT服务Ⅲ
852226.SI,688568.SH,中科星图,2021-12-13,IT服务Ⅲ
852226.SI,688787.SH,海天瑞声,2021-12-13,IT服务Ⅲ
852226.SI,688227.SH,品高股份,2021-12-30,IT服务Ⅲ
852226.SI,301218.SZ,华是科技,2022-03-07,IT服务Ⅲ
852226.SI,301236.SZ,软通动力,2022-03-15,IT服务Ⅲ
852226.SI,688207.SH,格灵深瞳,2022-03-17,IT服务Ⅲ
852226.SI,301248.SZ,杰创智能,2022-04-20,IT服务Ⅲ
852226.SI,688327.SH,云从科技,2022-05-27,IT服务Ⅲ
852226.SI,688251.SH,井松智能,2022-06-06,IT服务Ⅲ
852226.SI,301208.SZ,中亦科技,2022-07-07,IT服务Ⅲ
852226.SI,000409.SZ,云鼎科技,2022-08-01,IT服务Ⅲ
852226.SI,603859.SH,能科科技,2022-08-01,IT服务Ⅲ
852226.SI,301316.SZ,慧博云通,2022-10-13,IT服务Ⅲ
852226.SI,301396.SZ,宏景科技,2022-11-11,IT服务Ⅲ
852226.SI,688343.SH,云天励飞,2023-04-04,IT服务Ⅲ
852226.SI,002908.SZ,德生科技,2023-05-24,IT服务Ⅲ
852226.SI,688562.SH,航天软件,2023-05-24,IT服务Ⅲ
852226.SI,301172.SZ,君逸数码,2023-07-26,IT服务Ⅲ
852226.SI,600589.SH,大位科技,2024-07-25,IT服务Ⅲ
852226.SI,000815.SZ,美利云,2024-07-31,IT服务Ⅲ
852226.SI,301556.SZ,托普云农,2024-10-17,IT服务Ⅲ
852226.SI,301638.SZ,南网数字,2025-11-18,IT服务Ⅲ
852226.SI,002229.SZ,鸿博股份,2026-07-02,IT服务Ⅲ
852226.SI,300536.SZ,农尚环境,2026-07-02,IT服务Ⅲ
852226.SI,600666.SH,奥瑞德,2026-07-02,IT服务Ⅲ
852226.SI,000034.SZ,神州数码,2021-12-13,IT服务Ⅲ
851041.SI,000948.SZ,南天信息,2021-12-13,垂直应用软件
851041.SI,002063.SZ,远光软件,2021-12-13,垂直应用软件
851041.SI,002153.SZ,石基信息,2021-12-13,垂直应用软件
851041.SI,002178.SZ,延华智能,2021-12-13,垂直应用软件
851041.SI,002253.SZ,川大智胜,2021-12-13,垂直应用软件
851041.SI,002298.SZ,中电鑫龙,2021-12-13,垂直应用软件
851041.SI,002322.SZ,理工能科,2021-12-13,垂直应用软件
851041.SI,002362.SZ,汉王科技,2021-12-13,垂直应用软件
851041.SI,002405.SZ,四维图新,2021-12-13,垂直应用软件
851041.SI,002410.SZ,广联达,2021-12-13,垂直应用软件
851041.SI,002920.SZ,德赛西威,2021-12-13,垂直应用软件
851041.SI,002987.SZ,京北方,2021-12-13,垂直应用软件
851041.SI,003007.SZ,直真科技,2021-12-13,垂直应用软件
851041.SI,003029.SZ,吉大正元,2021-12-13,垂直应用软件
851041.SI,300033.SZ,同花顺,2021-12-13,垂直应用软件
851041.SI,300047.SZ,天源迪科,2021-12-13,垂直应用软件
851041.SI,300074.SZ,华平股份,2021-12-13,垂直应用软件
851041.SI,300075.SZ,数字政通,2021-12-13,垂直应用软件
851041.SI,300085.SZ,银之杰,2021-12-13,垂直应用软件
851041.SI,300188.SZ,国投智能,2021-12-13,垂直应用软件
851041.SI,300209.SZ,行云科技,2021-12-13,垂直应用软件
851041.SI,300226.SZ,上海钢联,2021-12-13,垂直应用软件
851041.SI,300229.SZ,拓尔思,2021-12-13,垂直应用软件
851041.SI,300235.SZ,方直科技,2021-12-13,垂直应用软件
851041.SI,300253.SZ,卫宁健康,2021-12-13,垂直应用软件
851041.SI,300348.SZ,长亮科技,2021-12-13,垂直应用软件
851041.SI,300352.SZ,ST信源,2021-12-13,垂直应用软件
851041.SI,300365.SZ,恒华科技,2021-12-13,垂直应用软件
851041.SI,300366.SZ,ST创意,2021-12-13,垂直应用软件
851041.SI,300377.SZ,赢时胜,2021-12-13,垂直应用软件
851041.SI,300380.SZ,安硕信息,2021-12-13,垂直应用软件
851041.SI,300451.SZ,创业慧康,2021-12-13,垂直应用软件
851041.SI,300465.SZ,高伟达,2021-12-13,垂直应用软件
851041.SI,300468.SZ,四方精创,2021-12-13,垂直应用软件
851041.SI,300469.SZ,信息发展,2021-12-13,垂直应用软件
851041.SI,300520.SZ,科大国创,2021-12-13,垂直应用软件
851041.SI,300525.SZ,博思软件,2021-12-13,垂直应用软件
851041.SI,300542.SZ,新晨科技,2021-12-13,垂直应用软件
851041.SI,300550.SZ,和仁科技,2021-12-13,垂直应用软件
851041.SI,300556.SZ,丝路视觉,2021-12-13,垂直应用软件
851041.SI,300559.SZ,佳发教育,2021-12-13,垂直应用软件
851041.SI,300561.SZ,汇金科技,2021-12-13,垂直应用软件
851041.SI,300579.SZ,数字认证,2021-12-13,垂直应用软件
851041.SI,300598.SZ,诚迈科技,2021-12-13,垂直应用软件
851041.SI,300605.SZ,恒锋信息,2021-12-13,垂直应用软件
851041.SI,300608.SZ,思特奇,2021-12-13,垂直应用软件
851041.SI,300663.SZ,科蓝软件,2021-12-13,垂直应用软件
851041.SI,300730.SZ,科创信息,2021-12-13,垂直应用软件
851041.SI,300803.SZ,指南针,2021-12-13,垂直应用软件
851041.SI,300830.SZ,金现代,2021-12-13,垂直应用软件
851041.SI,300925.SZ,法本信息,2021-12-13,垂直应用软件
851041.SI,300935.SZ,盈建科,2021-12-13,垂直应用软件
851041.SI,300996.SZ,普联软件,2021-12-13,垂直应用软件
851041.SI,600455.SH,博通股份,2021-12-13,垂直应用软件
851041.SI,600570.SH,恒生电子,2021-12-13,垂直应用软件
851041.SI,600602.SH,云赛智联,2021-12-13,垂直应用软件
851041.SI,600654.SH,中安科,2021-12-13,垂直应用软件
851041.SI,601519.SH,大智慧,2021-12-13,垂直应用软件
851041.SI,603189.SH,*ST网达,2021-12-13,垂直应用软件
851041.SI,603232.SH,格尔软件,2021-12-13,垂直应用软件
851041.SI,603383.SH,顶点软件,2021-12-13,垂直应用软件
851041.SI,603528.SH,多伦科技,2021-12-13,垂直应用软件
851041.SI,603927.SH,中科软,2021-12-13,垂直应用软件
851041.SI,603990.SH,麦迪科技,2021-12-13,垂直应用软件
851041.SI,688038.SH,中科通达,2021-12-13,垂直应用软件
851041.SI,688083.SH,中望软件,2021-12-13,垂直应用软件
851041.SI,688109.SH,品茗科技,2021-12-13,垂直应用软件
851041.SI,688118.SH,普元信息,2021-12-13,垂直应用软件
851041.SI,688232.SH,新点软件,2021-12-13,垂直应用软件
851041.SI,688296.SH,和达科技,2021-12-13,垂直应用软件
851041.SI,688318.SH,财富趋势,2021-12-13,垂直应用软件
851041.SI,688579.SH,地纬智能,2021-12-13,垂直应用软件
851041.SI,688588.SH,凌志软件,2021-12-13,垂直应用软件
851041.SI,688590.SH,新致软件,2021-12-13,垂直应用软件
851041.SI,688246.SH,嘉和美康,2021-12-14,垂直应用软件
851041.SI,301159.SZ,三维天地,2022-01-07,垂直应用软件
851041.SI,002261.SZ,拓维信息,2022-01-25,垂直应用软件
851041.SI,688171.SH,纬德信息,2022-01-27,垂直应用软件
851041.SI,688326.SH,经纬恒润,2022-04-19,垂直应用软件
851041.SI,301162.SZ,国能日新,2022-04-29,垂直应用软件
851041.SI,301153.SZ,中科江南,2022-05-18,垂直应用软件
851041.SI,301269.SZ,华大九天,2022-07-29,垂直应用软件
851041.SI,301195.SZ,北路智控,2022-08-01,垂直应用软件
851041.SI,301095.SZ,广立微,2022-08-05,垂直应用软件
851041.SI,688291.SH,金橙子,2022-10-26,垂直应用软件
851041.SI,688206.SH,概伦电子,2022-11-15,垂直应用软件
851041.SI,301378.SZ,通达海,2023-03-20,垂直应用软件
851041.SI,688507.SH,索辰科技,2023-04-18,垂直应用软件
851041.SI,688479.SH,友车科技,2023-05-11,垂直应用软件
851041.SI,301337.SZ,亚华电子,2023-05-26,垂直应用软件
851041.SI,688631.SH,莱斯信息,2023-06-28,垂直应用软件
851041.SI,688078.SH,龙软科技,2023-07-06,垂直应用软件
851041.SI,688657.SH,浩辰软件,2023-10-10,垂直应用软件
851041.SI,688692.SH,达梦数据,2024-06-12,垂直应用软件
851041.SI,688615.SH,合合信息,2024-09-26,垂直应用软件
851041.SI,000503.SZ,国新健康,2021-12-13,垂直应用软件
851042.SI,002230.SZ,科大讯飞,2021-12-13,横向通用软件
851042.SI,002279.SZ,久其软件,2021-12-13,横向通用软件
851042.SI,002439.SZ,启明星辰,2021-12-13,横向通用软件
851042.SI,300036.SZ,超图软件,2021-12-13,横向通用软件
851042.SI,300311.SZ,任子行,2021-12-13,横向通用软件
851042.SI,300369.SZ,绿盟科技,2021-12-13,横向通用软件
851042.SI,300378.SZ,鼎捷数智,2021-12-13,横向通用软件
851042.SI,300454.SZ,深信服,2021-12-13,横向通用软件
851042.SI,300624.SZ,万兴科技,2021-12-13,横向通用软件
851042.SI,300768.SZ,迪普科技,2021-12-13,横向通用软件
851042.SI,600588.SH,用友网络,2021-12-13,横向通用软件
851042.SI,601360.SH,三六零,2021-12-13,横向通用软件
851042.SI,603039.SH,泛微网络,2021-12-13,横向通用软件
851042.SI,688023.SH,安恒信息,2021-12-13,横向通用软件
851042.SI,688030.SH,山石网科,2021-12-13,横向通用软件
851042.SI,688058.SH,宝兰德,2021-12-13,横向通用软件
851042.SI,688095.SH,福昕软件,2021-12-13,横向通用软件
851042.SI,688111.SH,金山办公,2021-12-13,横向通用软件
851042.SI,688168.SH,安博通,2021-12-13,横向通用软件
851042.SI,688201.SH,ST信安,2021-12-13,横向通用软件
851042.SI,688369.SH,致远互联,2021-12-13,横向通用软件
851042.SI,688561.SH,奇安信-U,2021-12-13,横向通用软件
851042.SI,300766.SZ,每日互动,2021-12-28,横向通用软件
851042.SI,688225.SH,亚信安全,2022-02-09,横向通用软件
851042.SI,301270.SZ,汉仪股份,2022-08-31,横向通用软件
851042.SI,688031.SH,星环科技,2022-10-18,横向通用软件
851042.SI,688244.SH,永信至诚,2022-10-19,横向通用软件
851042.SI,688152.SH,麒麟信安,2022-10-28,横向通用软件
851042.SI,688435.SH,英方软件,2023-01-19,横向通用软件
851042.SI,301315.SZ,威士顿,2023-06-21,横向通用软件
851042.SI,688651.SH,盛邦安全,2023-07-26,横向通用软件
851042.SI,688695.SH,中创股份,2024-03-13,横向通用软件
851042.SI,600288.SH,大恒科技,2024-07-31,横向通用软件
851042.SI,002212.SZ,天融信,2021-12-13,横向通用软件
857641.SI,002425.SZ,凯撒文化,2021-12-13,游戏Ⅲ
857641.SI,002517.SZ,恺英网络,2021-12-13,游戏Ⅲ
857641.SI,002555.SZ,三七互娱,2021-12-13,游戏Ⅲ
857641.SI,002558.SZ,巨人网络,2021-12-13,游戏Ⅲ
857641.SI,002602.SZ,世纪华通,2021-12-13,游戏Ⅲ
857641.SI,002605.SZ,姚记科技,2021-12-13,游戏Ⅲ
857641.SI,002624.SZ,完美世界,2021-12-13,游戏Ⅲ
857641.SI,300002.SZ,神州泰岳,2021-12-13,游戏Ⅲ
857641.SI,300031.SZ,宝通科技,2021-12-13,游戏Ⅲ
857641.SI,300043.SZ,星辉娱乐,2021-12-13,游戏Ⅲ
857641.SI,300052.SZ,中青宝,2021-12-13,游戏Ⅲ
857641.SI,300113.SZ,顺网科技,2021-12-13,游戏Ⅲ
857641.SI,300299.SZ,富春股份,2021-12-13,游戏Ⅲ
857641.SI,300315.SZ,掌趣科技,2021-12-13,游戏Ⅲ
857641.SI,300418.SZ,昆仑万维,2021-12-13,游戏Ⅲ
857641.SI,300459.SZ,汤姆猫,2021-12-13,游戏Ⅲ
857641.SI,300467.SZ,迅游科技,2021-12-13,游戏Ⅲ
857641.SI,300494.SZ,盛天网络,2021-12-13,游戏Ⅲ
857641.SI,300533.SZ,冰川网络,2021-12-13,游戏Ⅲ
857641.SI,600633.SH,浙数文化,2021-12-13,游戏Ⅲ
857641.SI,600715.SH,文投控股,2021-12-13,游戏Ⅲ
857641.SI,600892.SH,大晟文化,2021-12-13,游戏Ⅲ
857641.SI,603258.SH,电魂网络,2021-12-13,游戏Ⅲ
857641.SI,603444.SH,吉比特,2021-12-13,游戏Ⅲ
857641.SI,002919.SZ,名臣健康,2023-09-19,游戏Ⅲ
857641.SI,002174.SZ,游族网络,2021-12-13,游戏Ⅲ
857651.SI,002291.SZ,遥望科技,2021-12-13,营销代理
857651.SI,002400.SZ,省广集团,2021-12-13,营销代理
857651.SI,002712.SZ,思美传媒,2021-12-13,营销代理
857651.SI,002995.SZ,天地在线,2021-12-13,营销代理
857651.SI,300058.SZ,蓝色光标,2021-12-13,营销代理
857651.SI,300061.SZ,旗天科技,2021-12-13,营销代理
857651.SI,300063.SZ,天龙集团,2021-12-13,营销代理
857651.SI,300071.SZ,福石控股,2021-12-13,营销代理
857651.SI,300242.SZ,佳云科技,2021-12-13,营销代理
857651.SI,300612.SZ,宣亚国际,2021-12-13,营销代理
857651.SI,300781.SZ,因赛集团,2021-12-13,营销代理
857651.SI,300805.SZ,电声股份,2021-12-13,营销代理
857651.SI,600358.SH,国旅联合,2021-12-13,营销代理
857651.SI,600556.SH,天下秀,2021-12-13,营销代理
857651.SI,600986.SH,浙文互联,2021-12-13,营销代理
857651.SI,603598.SH,引力传媒,2021-12-13,营销代理
857651.SI,603729.SH,ST龙韵,2021-12-13,营销代理
857651.SI,603825.SH,ST华扬,2021-12-13,营销代理
857651.SI,605168.SH,三人行,2021-12-13,营销代理
857651.SI,002878.SZ,元隆雅图,2022-08-01,营销代理
857651.SI,301171.SZ,易点天下,2022-08-19,营销代理
857651.SI,002354.SZ,天娱数科,2023-07-06,营销代理
857651.SI,002264.SZ,新华都,2023-12-11,营销代理
857651.SI,603602.SH,纵横通信,2026-03-06,营销代理
857651.SI,000676.SZ,智度股份,2021-12-13,营销代理
857652.SI,002027.SZ,分众传媒,2021-12-13,广告媒体
857652.SI,301102.SZ,兆讯传媒,2022-03-28,广告媒体
857652.SI,000607.SZ,华媒控股,2021-12-13,广告媒体
857661.SI,000892.SZ,欢瑞世纪,2021-12-13,影视动漫制作
857661.SI,002292.SZ,奥飞娱乐,2021-12-13,影视动漫制作
857661.SI,002343.SZ,慈文传媒,2021-12-13,影视动漫制作
857661.SI,300027.SZ,ST华谊,2021-12-13,影视动漫制作
857661.SI,300133.SZ,华策影视,2021-12-13,影视动漫制作
857661.SI,300182.SZ,捷成股份,2021-12-13,影视动漫制作
857661.SI,300251.SZ,光线传媒,2021-12-13,影视动漫制作
857661.SI,300291.SZ,百纳千成,2021-12-13,影视动漫制作
857661.SI,300426.SZ,华智数媒,2021-12-13,影视动漫制作
857661.SI,600977.SH,中国电影,2021-12-13,影视动漫制作
857661.SI,601595.SH,上海电影,2021-12-13,影视动漫制作
857661.SI,603721.SH,中广天择,2021-12-13,影视动漫制作
857661.SI,600088.SH,中视传媒,2022-08-01,影视动漫制作
857661.SI,001330.SZ,博纳影业,2022-08-18,影视动漫制作
857661.SI,000802.SZ,北京文化,2021-12-13,影视动漫制作
857662.SI,002905.SZ,金逸影视,2021-12-13,院线
857662.SI,300528.SZ,幸福蓝海,2021-12-13,院线
857662.SI,603103.SH,横店影视,2021-12-13,院线
857662.SI,002739.SZ,儒意电影,2021-12-13,院线
857671.SI,300413.SZ,芒果超媒,2021-12-13,视频媒体
857673.SI,000681.SZ,视觉中国,2021-12-13,图片媒体
857674.SI,300295.SZ,*ST三六,2021-12-13,门户网站
857674.SI,300785.SZ,值得买,2021-12-13,门户网站
857674.SI,300987.SZ,川网传媒,2021-12-13,门户网站
857674.SI,600228.SH,返利科技,2021-12-13,门户网站
857674.SI,603000.SH,人民网,2021-12-13,门户网站
857674.SI,603888.SH,新华网,2021-12-13,门户网站
857674.SI,301299.SZ,卓创资讯,2022-10-19,门户网站
857674.SI,002095.SZ,生意宝,2021-12-13,门户网站
857675.SI,603533.SH,掌阅科技,2021-12-13,文字媒体
857676.SI,301313.SZ,凡拓数创,2022-09-30,其他数字媒体
857676.SI,600640.SH,国脉文化,2025-09-29,其他数字媒体
857676.SI,603466.SH,风语筑,2022-01-18,其他数字媒体
857691.SI,600757.SH,长江传媒,2021-12-13,教育出版
857691.SI,601019.SH,山东出版,2021-12-13,教育出版
857691.SI,601098.SH,中南传媒,2021-12-13,教育出版
857691.SI,601811.SH,新华文轩,2021-12-13,教育出版
857691.SI,601900.SH,南方传媒,2021-12-13,教育出版
857691.SI,601921.SH,浙版传媒,2021-12-13,教育出版
857691.SI,601928.SH,凤凰传媒,2021-12-13,教育出版
857691.SI,605577.SH,龙版传媒,2021-12-13,教育出版
857691.SI,300148.SZ,天舟文化,2023-07-06,教育出版
857691.SI,300654.SZ,世纪天鸿,2021-12-13,教育出版
857692.SI,000793.SZ,ST华闻,2021-12-13,大众出版
857692.SI,002181.SZ,粤传媒,2021-12-13,大众出版
857692.SI,300364.SZ,中文在线,2021-12-13,大众出版
857692.SI,300788.SZ,中信出版,2021-12-13,大众出版
857692.SI,301025.SZ,读客文化,2021-12-13,大众出版
857692.SI,301052.SZ,果麦文化,2021-12-13,大众出版
857692.SI,600229.SH,城市传媒,2021-12-13,大众出版
857692.SI,600373.SH,中文传媒,2021-12-13,大众出版
857692.SI,600551.SH,时代出版,2021-12-13,大众出版
857692.SI,600825.SH,新华传媒,2021-12-13,大众出版
857692.SI,601801.SH,皖新传媒,2021-12-13,大众出版
857692.SI,601858.SH,中国科传,2021-12-13,大众出版
857692.SI,601949.SH,中国出版,2021-12-13,大众出版
857692.SI,601999.SH,出版传媒,2021-12-13,大众出版
857692.SI,603096.SH,新经典,2021-12-13,大众出版
857692.SI,603999.SH,读者传媒,2021-12-13,大众出版
857692.SI,301231.SZ,荣信文化,2022-09-08,大众出版
857692.SI,603230.SH,内蒙新华,2023-07-06,大众出版
857692.SI,000719.SZ,中原传媒,2021-12-13,大众出版
859951.SI,000665.SZ,湖北广电,2021-12-13,电视广播Ⅲ
859951.SI,000917.SZ,电广传媒,2021-12-13,电视广播Ⅲ
859951.SI,002238.SZ,天威视讯,2021-12-13,电视广播Ⅲ
859951.SI,300770.SZ,新媒股份,2021-12-13,电视广播Ⅲ
859951.SI,600037.SH,歌华有线,2021-12-13,电视广播Ⅲ
859951.SI,600637.SH,东方明珠,2021-12-13,电视广播Ⅲ
859951.SI,600831.SH,广电网络,2021-12-13,电视广播Ⅲ
859951.SI,600936.SH,北投科技,2021-12-13,电视广播Ⅲ
859951.SI,600959.SH,江苏有线,2021-12-13,电视广播Ⅲ
859951.SI,600996.SH,贵广网络,2021-12-13,电视广播Ⅲ
859951.SI,601929.SH,吉视传媒,2021-12-13,电视广播Ⅲ
859951.SI,301262.SZ,海看股份,2023-06-20,电视广播Ⅲ
859951.SI,301551.SZ,无线传媒,2024-09-26,电视广播Ⅲ
859951.SI,000156.SZ,华数传媒,2021-12-13,电视广播Ⅲ
852212.SI,601728.SH,中国电信,2021-12-13,电信运营商
852212.SI,600941.SH,中国移动,2022-01-05,电信运营商
852212.SI,600050.SH,中国联通,2021-12-13,电信运营商
852213.SI,002115.SZ,三维通信,2021-12-13,通信工程及服务
852213.SI,002544.SZ,普天科技,2021-12-13,通信工程及服务
852213.SI,002929.SZ,润建股份,2021-12-13,通信工程及服务
852213.SI,300025.SZ,华星创业,2021-12-13,通信工程及服务
852213.SI,300211.SZ,*ST亿通,2021-12-13,通信工程及服务
852213.SI,300310.SZ,宜通世纪,2021-12-13,通信工程及服务
852213.SI,300513.SZ,恒实科技,2021-12-13,通信工程及服务
852213.SI,300560.SZ,中富通,2021-12-13,通信工程及服务
852213.SI,300597.SZ,吉大通信,2021-12-13,通信工程及服务
852213.SI,600289.SH,ST信通,2021-12-13,通信工程及服务
852213.SI,603220.SH,中贝通信,2021-12-13,通信工程及服务
852213.SI,603322.SH,超讯科技,2021-12-13,通信工程及服务
852213.SI,603559.SH,中通国脉,2021-12-13,通信工程及服务
852213.SI,603206.SH,嘉环科技,2022-05-06,通信工程及服务
